id,type,info,orgs_count,orgs
39603461,way,"{'addr:housenumber': '89', 'addr:street': 'улица Калинина', 'building': 'apartments', 'building:levels': '9', 'roof:shape': 'flat'}",11,"{'type': 'node', 'id': 3693529681, 'lat': 53.1717785, 'lon': 45.0101425, 'tags': {'addr:flats': '1-36', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3693529682, 'lat': 53.1720759, 'lon': 45.0103411, 'tags': {'addr:flats': '37-72', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3693529683, 'lat': 53.1722733, 'lon': 45.010432, 'tags': {'addr:flats': '73-90', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3693529684, 'lat': 53.1724005, 'lon': 45.0100994, 'tags': {'addr:flats': '91-126', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 3693529685, 'lat': 53.1725138, 'lon': 45.0096662, 'tags': {'addr:flats': '127-166', 'entrance': 'staircase', 'ref': '5'}}
{'type': 'node', 'id': 4232278711, 'lat': 53.1720605, 'lon': 45.0105452, 'tags': {'name': 'Барселона', 'opening_hours': 'Mo-Su 08:00-20:00', 'shop': 'beauty'}}
{'type': 'node', 'id': 4232278716, 'lat': 53.1717442, 'lon': 45.0103406, 'tags': {'name': 'Водолей', 'opening_hours': 'Mo-Sa 09:00-18:00; Su 09:00-14:00', 'shop': 'hardware'}}
{'type': 'node', 'id': 4232278720, 'lat': 53.1718626, 'lon': 45.0104188, 'tags': {'contact:phone': '+7 (963) 109-05-80', 'contact:vk': 'https://vk.com/cvety_penza58', 'name': 'Rose58', 'opening_hours': 'Mo-Su 08:00-20:00', 'shop': 'florist'}}
{'type': 'node', 'id': 4232278733, 'lat': 53.1721757, 'lon': 45.0106218, 'tags': {'name': 'Ступеньки', 'opening_hours': 'Mo-Fr 09:00-20:00; Sa,Su 10:00-19:00', 'shop': 'department_store'}}
{'type': 'node', 'id': 4232278736, 'lat': 53.1719671, 'lon': 45.0104859, 'tags': {'name': 'Школьник', 'opening_hours': 'Mo-Sa 10:00-19:00; Su 10:00-16:00', 'shop': 'books'}}
{'type': 'node', 'id': 10237786314, 'lat': 53.1722046, 'lon': 45.0106036, 'tags': {'brand': 'Wildberries', 'name': 'Wildberries', 'shop': 'outpost'}}"
42774862,way,"{'addr2:housenumber': '48', 'addr2:street': 'улица Чкалова', 'addr:housenumber': '21', 'addr:street': 'улица Куйбышева', 'building': 'apartments', 'building:levels': '9'}",2,"{'type': 'node', 'id': 4786153009, 'lat': 53.1792769, 'lon': 45.0079001, 'tags': {'addr:flats': '1-48', 'entrance': 'staircase'}}
{'type': 'node', 'id': 4935438840, 'lat': 53.1791245, 'lon': 45.0080375, 'tags': {'addr:city': 'Пенза', 'addr:housenumber': '21', 'addr:street': 'улица Куйбышева', 'check_date:opening_hours': '2025-05-09', 'contact:phone': '+7 800 6002789', 'contact:website': 'https://karavan58.ru/', 'name': 'Скидкино', 'opening_hours': 'Mo-Su 08:00-22:00', 'shop': 'convenience'}}"
42877922,way,"{'addr:city': 'Пенза', 'addr:housenumber': '36А', 'addr:street': 'улица Красная Горка', 'building': 'retail', 'name': 'Южный', 'name:ru': 'Южный', 'opening_hours': '24/7', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:mir': 'yes', 'payment:visa': 'yes', 'shop': 'mall'}",10,"{'type': 'node', 'id': 1678767112, 'lat': 53.1725569, 'lon': 45.0107183, 'tags': {'amenity': 'bank', 'atm': 'yes', 'bic': 'SABRRUMM', 'brand': 'Сбербанк', 'brand:en': 'Sberbank', 'brand:ru': 'Сбербанк', 'brand:wikidata': 'Q205012', 'brand:wikipedia': 'ru:Сбербанк России', 'contact:facebook': 'https://www.facebook.com/sberbank', 'contact:instagram': 'https://www.instagram.com/sberbank', 'contact:ok': 'https://ok.ru/sberbank', 'contact:phone': '+7 800 5555550', 'contact:twitter': 'https://twitter.com/sberbank', 'contact:vk': 'https://vk.com/sberbank', 'contact:website': 'https://www.sberbank.ru', 'contact:youtube': 'https://www.youtube.com/sberbank', 'name': 'Сбербанк', 'name:en': 'Sberbank', 'name:ru': 'Сбербанк'}}
{'type': 'node', 'id': 4400080674, 'lat': 53.1727406, 'lon': 45.0107621, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 4400080675, 'lat': 53.1728541, 'lon': 45.0102791, 'tags': {'access': 'no', 'entrance': 'emergency'}}
{'type': 'node', 'id': 5046832879, 'lat': 53.1725026, 'lon': 45.0106921, 'tags': {'amenity': 'atm', 'brand': 'Сбербанк', 'brand:en': 'Sberbank', 'brand:ru': 'Сбербанк', 'brand:wikidata': 'Q205012', 'brand:wikipedia': 'en:Sberbank of Russia', 'contact:phone': '+7 800 5555550', 'contact:website': 'https://www.sberbank.ru/', 'operator': 'ПАО Сбербанк', 'operator:wikidata': 'Q205012', 'operator:wikipedia': 'en:Sberbank of Russia'}}
{'type': 'node', 'id': 5059983408, 'lat': 53.1725794, 'lon': 45.01086, 'tags': {'amenity': 'atm', 'contact:phone': '+7 800 4444400', 'contact:website': 'https://open.ru/', 'fixme': 'проверить, ранее банкомат Бинбанка', 'operator': 'ПАО Банк ""ФК Открытие""'}}
{'type': 'node', 'id': 5059983409, 'lat': 53.1726222, 'lon': 45.0108753, 'tags': {'amenity': 'atm', 'brand': 'Банк Кузнецкий', 'contact:phone': '+7 800 1006410', 'contact:website': 'https://www.kuzbank.ru/', 'operator': 'ПАО Банк ""Кузнецкий""'}}
{'type': 'node', 'id': 5059983411, 'lat': 53.1726952, 'lon': 45.0108533, 'tags': {'amenity': 'atm', 'brand': 'ВТБ', 'brand:en': 'VTB Bank', 'brand:wikidata': 'Q1549389', 'brand:wikipedia': 'en:VTB Bank', 'contact:phone': '+7 800 1002424', 'contact:website': 'https://www.vtb.ru/', 'operator': 'Банк ВТБ (ПАО)', 'operator:wikidata': 'Q1549389', 'operator:wikipedia': 'en:VTB Bank'}}
{'type': 'node', 'id': 5059983412, 'lat': 53.1726471, 'lon': 45.0108251, 'tags': {'amenity': 'vending_machine', 'name': 'Линзы', 'vending': 'contact_lenses'}}
{'type': 'node', 'id': 5059983413, 'lat': 53.1727004, 'lon': 45.0108281, 'tags': {'amenity': 'vending_machine', 'vending': 'coffee'}}
{'type': 'node', 'id': 5059983414, 'lat': 53.1727146, 'lon': 45.0107643, 'tags': {'craft': 'locksmith', 'name': 'Ключи'}}"
45261222,way,"{'addr:housenumber': '6А', 'addr:street': 'улица Ватутина', 'building': 'yes', 'building:levels': '10'}",2,"{'type': 'node', 'id': 4498839749, 'lat': 53.1703414, 'lon': 45.0038581, 'tags': {'access': 'no', 'barrier': 'entrance'}}
{'type': 'node', 'id': 4498839750, 'lat': 53.1704029, 'lon': 45.0036157, 'tags': {'addr:flats': '1-60', 'entrance': 'staircase'}}"
45263776,way,"{'addr:housenumber': '39', 'addr:street': 'улица Краснова', 'building': 'yes', 'building:levels': '5'}",2,"{'type': 'node', 'id': 3946129610, 'lat': 53.1689804, 'lon': 45.0038197, 'tags': {'addr:flats': '1-60', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3946129620, 'lat': 53.1692164, 'lon': 45.0035932, 'tags': {'addr:flats': '61-120', 'entrance': 'staircase', 'ref': '2'}}"
46152214,way,"{'addr:city': 'Пенза', 'addr:housenumber': '14', 'addr:street': 'улица Лобачевского', 'building': 'apartments', 'building:levels': '2'}",1,"{'type': 'node', 'id': 5368288156, 'lat': 53.1676068, 'lon': 45.0036042, 'tags': {'addr:flats': '1-8', 'entrance': 'staircase', 'ref': '1'}}"
46153124,way,"{'addr:housenumber': '102А', 'addr:street': 'улица Калинина', 'building': 'apartments'}",2,"{'type': 'node', 'id': 4393885998, 'lat': 53.1677984, 'lon': 45.0101148, 'tags': {'amenity': 'library', 'name': 'Детская библиотека №4', 'opening_hours': 'Mo-Su 10:00-18:00'}}
{'type': 'node', 'id': 6186215347, 'lat': 53.1678436, 'lon': 45.0095479, 'tags': {'addr:flats': '1-10', 'entrance': 'staircase', 'ref': '1'}}"
46656148,way,"{'addr:city': 'Пенза', 'addr:housenumber': '4', 'addr:street': '1-й проезд Лобачевского', 'building': 'apartments', 'building:levels': '2'}",2,"{'type': 'node', 'id': 4286157175, 'lat': 53.1668716, 'lon': 45.0036752, 'tags': {'addr:flats': '1-4', 'entrance': 'staircase'}}
{'type': 'node', 'id': 4286157177, 'lat': 53.1669503, 'lon': 45.0035832, 'tags': {'addr:flats': '5-8', 'entrance': 'staircase'}}"
46656158,way,"{'addr:city': 'Пенза', 'addr:housenumber': '2', 'addr:street': '1-й проезд Лобачевского', 'building': 'apartments', 'building:levels': '2'}",2,"{'type': 'node', 'id': 4286157165, 'lat': 53.1665386, 'lon': 45.0036524, 'tags': {'addr:flats': '5-8', 'entrance': 'staircase'}}
{'type': 'node', 'id': 4286157168, 'lat': 53.1666337, 'lon': 45.0038788, 'tags': {'addr:flats': '1-4', 'entrance': 'staircase'}}"
46656159,way,"{'addr:city': 'Пенза', 'addr:housenumber': '6', 'addr:street': '1-й проезд Лобачевского', 'building': 'apartments', 'building:levels': '2'}",2,"{'type': 'node', 'id': 5368288157, 'lat': 53.1673294, 'lon': 45.0032913, 'tags': {'addr:flats': '5-8', 'entrance': 'staircase', 'ref': '2 о'}}
{'type': 'node', 'id': 5368288158, 'lat': 53.1674046, 'lon': 45.0034752, 'tags': {'addr:flats': '1-4', 'entrance': 'staircase', 'ref': '1 о'}}"
47985747,way,"{'addr:housenumber': '37А', 'addr:street': 'улица Красная Горка', 'building': 'apartments', 'building:levels': '5', 'roof:levels': '0', 'roof:shape': 'hipped'}",2,"{'type': 'node', 'id': 3784681261, 'lat': 53.1735396, 'lon': 45.0102188, 'tags': {'addr:flats': '1-12', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3784681262, 'lat': 53.1737015, 'lon': 45.0102915, 'tags': {'addr:flats': '13-24', 'entrance': 'staircase', 'ref': '2'}}"
47985750,way,"{'addr:housenumber': '52', 'addr:street': 'улица Богданова', 'building': 'apartments', 'building:levels': '5', 'roof:shape': 'flat'}",4,"{'type': 'node', 'id': 3946130858, 'lat': 53.1743766, 'lon': 45.0099482, 'tags': {'addr:flats': '1-20', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3946130859, 'lat': 53.174533, 'lon': 45.0100192, 'tags': {'addr:flats': '21-35', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3946130860, 'lat': 53.1746895, 'lon': 45.0100902, 'tags': {'addr:flats': '36-50', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3946130861, 'lat': 53.1748459, 'lon': 45.0101613, 'tags': {'addr:flats': '51-70', 'entrance': 'staircase', 'ref': '4'}}"
49864637,way,"{'addr:housenumber': '7', 'addr:street': 'Красная улица', 'building': 'apartments', 'building:levels': '5'}",3,"{'type': 'node', 'id': 3762855145, 'lat': 53.1752718, 'lon': 45.0036406, 'tags': {'addr:flats': '41-60', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3762855146, 'lat': 53.175416, 'lon': 45.0036919, 'tags': {'addr:flats': '21-40', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3762855147, 'lat': 53.1755602, 'lon': 45.0037432, 'tags': {'addr:flats': '1-20', 'entrance': 'staircase', 'ref': '1'}}"
49864638,way,"{'addr:housenumber': '20/1', 'addr:street': 'Тамбовская улица', 'building': 'apartments', 'building:levels': '5'}",5,"{'type': 'node', 'id': 3762855132, 'lat': 53.1743208, 'lon': 45.0037073, 'tags': {'addr:flats': '1-24', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3762855133, 'lat': 53.1743256, 'lon': 45.0034558, 'tags': {'addr:flats': '25-46', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3762855134, 'lat': 53.1743304, 'lon': 45.0032042, 'tags': {'addr:flats': '47-62', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3762855135, 'lat': 53.1743338, 'lon': 45.003026, 'tags': {'addr:flats': '79', 'entrance': 'staircase'}}
{'type': 'node', 'id': 3762855136, 'lat': 53.1743352, 'lon': 45.0029527, 'tags': {'addr:flats': '63-78', 'entrance': 'staircase', 'ref': '4'}}"
49864641,way,"{'addr:housenumber': '3', 'addr:street': 'Красная улица', 'building': 'apartments', 'building:levels': '5'}",8,"{'type': 'node', 'id': 3762855137, 'lat': 53.17454, 'lon': 45.0035248, 'tags': {'addr:flats': '1-20', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3762855139, 'lat': 53.1746947, 'lon': 45.00359, 'tags': {'addr:flats': '21-35', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3762855141, 'lat': 53.1748494, 'lon': 45.0036552, 'tags': {'addr:flats': '36-50', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3762855143, 'lat': 53.1750041, 'lon': 45.0037204, 'tags': {'addr:flats': '51-70', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 4230534728, 'lat': 53.1745216, 'lon': 45.0034178, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'opening_hours': 'Mo-Su 08:00-21:00'}}
{'type': 'node', 'id': 4973706370, 'lat': 53.1746367, 'lon': 45.0033942, 'tags': {'brand': 'Красное&Белое', 'brand:wikidata': 'Q24933790', 'brand:wikipedia': 'ru:Красное & Белое', 'contact:facebook': 'https://www.facebook.com/krasnoe.beloe', 'contact:instagram': 'https://www.instagram.com/krasnoebeloe', 'contact:ok': 'https://ok.ru/krasnoebeloe', 'contact:telegram': '+7 922 7033000', 'contact:viber': '+7 922 7033000', 'contact:vk': 'https://vk.com/krasnoebeloe', 'contact:website': 'https://www.krasnoeibeloe.ru', 'contact:whatsapp': '+7 922 7033000', 'drink:beer': 'draught', 'name': 'Красное&Белое', 'name:ru': 'Красное&Белое', 'opening_hours': '09:00-22:00', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:mir': 'yes', 'payment:visa': 'yes', 'shop': 'alcohol', 'wheelchair': 'yes'}}
{'type': 'node', 'id': 5216938253, 'lat': 53.1745983, 'lon': 45.0033849, 'tags': {'disused:shop': 'farm'}}
{'type': 'node', 'id': 6584926658, 'lat': 53.1745242, 'lon': 45.0033823, 'tags': {'craft': 'tailor'}}"
61800169,way,"{'addr:city': 'Пенза', 'addr:housenumber': '25', 'addr:street': 'улица Богданова', 'building': 'apartments', 'building:levels': '5'}",5,"{'type': 'node', 'id': 3946130862, 'lat': 53.1781574, 'lon': 45.0102989, 'tags': {'addr:flats': '29-40, 42', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3946130863, 'lat': 53.1781755, 'lon': 45.0105259, 'tags': {'addr:flats': '9-28', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3946130864, 'lat': 53.1783066, 'lon': 45.0105828, 'tags': {'addr:flats': '1-8', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4230534697, 'lat': 53.1779932, 'lon': 45.010696, 'tags': {'name': 'Ватоника', 'opening_hours': 'Mo-Fr 09:00-13:00,14:00-18:00', 'shop': 'chemist'}}
{'type': 'node', 'id': 4230534703, 'lat': 53.1781874, 'lon': 45.0107803, 'tags': {'craft': 'window_construction', 'name': 'Магнум', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 09:00-13:00'}}"
75034661,way,"{'addr:city': 'Пенза', 'addr:housenumber': '85', 'addr:street': 'улица Свердлова', 'building': 'stadium', 'building:levels': '3', 'name': 'Темп', 'smoking': 'no', 'sport': 'ice_hockey', 'wikidata': 'Q3361153', 'wikipedia': 'ru:Темп (ледовый дворец спорта)'}",1,"{'type': 'node', 'id': 8405304738, 'lat': 53.1790457, 'lon': 44.9993359, 'tags': {'access': 'customers', 'addr:city': 'Пенза', 'addr:housenumber': '85', 'addr:street': 'улица Свердлова', 'door': 'hinged', 'entrance': 'main', 'level': '1', 'wheelchair': 'no'}}"
82102665,way,"{'addr:housenumber': '32', 'addr:street': 'Красная улица', 'building': 'yes', 'building:levels': '3'}",5,"{'type': 'node', 'id': 956181361, 'lat': 53.1788942, 'lon': 45.0031554, 'tags': {'amenity': 'doctors', 'name': 'Стол справок'}}
{'type': 'node', 'id': 956181426, 'lat': 53.1787489, 'lon': 45.0033704, 'tags': {'amenity': 'pharmacy', 'dispensing': 'no', 'name': 'Аптека'}}
{'type': 'node', 'id': 956181449, 'lat': 53.1787655, 'lon': 45.0033068, 'tags': {'name': 'Магазин', 'shop': 'convenience'}}
{'type': 'node', 'id': 956181493, 'lat': 53.1786945, 'lon': 45.0034689, 'tags': {'amenity': 'doctors', 'name': 'Женская консультация'}}
{'type': 'node', 'id': 956181545, 'lat': 53.179283, 'lon': 45.0035251, 'tags': {'amenity': 'hospital', 'emergency': 'yes', 'name': 'Глазной травмпункт'}}"
211485947,way,"{'addr:city': 'Пенза', 'addr:housenumber': '40', 'addr:street': 'улица Чкалова', 'building': 'apartments', 'building:levels': '10'}",2,"{'type': 'node', 'id': 4286157416, 'lat': 53.1786898, 'lon': 45.0099002, 'tags': {'addr:flats': '55-90', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4286157421, 'lat': 53.1789316, 'lon': 45.009985, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}"
269810951,way,"{'addr:housenumber': '9', 'addr:street': 'Тамбовская улица', 'building': 'apartments', 'building:levels': '10'}",6,"{'type': 'node', 'id': 2749459118, 'lat': 53.1726871, 'lon': 45.0019678, 'tags': {'name': 'Дачник', 'opening_hours': 'Mo-Su 09:00-18:00', 'shop': 'garden_centre'}}
{'type': 'node', 'id': 4207417336, 'lat': 53.1733544, 'lon': 45.0022366, 'tags': {'name': ""Hair'Izma"", 'opening_hours': 'Mo-Su 10:00-20:00', 'shop': 'hairdresser'}}
{'type': 'node', 'id': 4230534706, 'lat': 53.1733794, 'lon': 45.0019582, 'tags': {'amenity': 'pharmacy', 'name': 'Юнона Мед', 'opening_hours': 'Mo-Sa 09:00-20:00'}}
{'type': 'node', 'id': 4230534714, 'lat': 53.1725979, 'lon': 45.0017923, 'tags': {'addr:flats': '1-104', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4230534723, 'lat': 53.1728715, 'lon': 45.0021085, 'tags': {'addr:flats': '105-208', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4230534725, 'lat': 53.1732683, 'lon': 45.0022374, 'tags': {'addr:flats': '209-298', 'entrance': 'staircase', 'ref': '3'}}"
351198917,way,"{'addr:city': 'Пенза', 'addr:country': 'RU', 'addr:housenumber': '1А', 'addr:postcode': '440052', 'addr:street': 'площадь Куйбышева', 'amenity': 'place_of_worship', 'building': 'yes', 'name': 'Храм Веры, Надежды, Любови и Софии', 'religion': 'christian'}",1,"{'type': 'node', 'id': 5059061854, 'lat': 53.1775918, 'lon': 45.0098508, 'tags': {'access': 'yes', 'entrance': 'main'}}"
352805873,way,"{'addr:city': 'Пенза', 'addr:housenumber': '13', 'addr:street': '3-й Подгорный проезд', 'building': 'yes', 'building:levels': '2'}",1,"{'type': 'node', 'id': 6219229025, 'lat': 53.1726951, 'lon': 45.00576, 'tags': {'entrance': 'staircase'}}"
352805888,way,"{'addr:city': 'Пенза', 'addr:housenumber': '7', 'addr:street': '3-й Подгорный проезд', 'building': 'yes', 'building:levels': '2'}",1,"{'type': 'node', 'id': 6219229033, 'lat': 53.1717482, 'lon': 45.0035264, 'tags': {'entrance': 'staircase'}}"
389412020,way,"{'addr:city': 'Пенза', 'addr:housenumber': '19', 'addr:postcode': '440052', 'addr:street': 'Тамбовская улица', 'building': 'yes'}",2,"{'type': 'node', 'id': 3925862503, 'lat': 53.17352, 'lon': 45.003774, 'tags': {'entrance': 'main'}}
{'type': 'node', 'id': 4218199194, 'lat': 53.1735711, 'lon': 45.0036591, 'tags': {'name': 'Тамбовская-19', 'tourism': 'hotel'}}"
1258700750,way,"{'addr:city': 'Пенза', 'addr:housenumber': '29А', 'addr:postcode': '440052', 'addr:street': 'Красная улица', 'building': 'apartments', 'building:flats': '32', 'building:levels': '6', 'building:levels:underground': '1', 'energy_class': 'A++', 'start_date': '2021-11-29'}",2,"{'type': 'node', 'id': 13020994321, 'lat': 53.1790794, 'lon': 45.0062269, 'tags': {'access': 'private', 'amenity': 'parking_entrance', 'capacity': '19', 'parking': 'underground'}}
{'type': 'node', 'id': 13020994326, 'lat': 53.1791283, 'lon': 45.0058583, 'tags': {'access': 'private', 'entrance': 'staircase'}}"
43912840,way,"{'addr:city': 'Пенза', 'addr:housenumber': '10', 'addr:street': 'Красная улица', 'building': 'yes'}",3,"{'type': 'node', 'id': 558484270, 'lat': 53.1751419, 'lon': 44.9984524, 'tags': {'attraction': 'animal', 'name': 'камыш.кот', 'tourism': 'attraction'}}
{'type': 'node', 'id': 558484273, 'lat': 53.1752121, 'lon': 44.9985721, 'tags': {'attraction': 'animal', 'name': 'рыси', 'tourism': 'attraction'}}
{'type': 'node', 'id': 558484275, 'lat': 53.1752791, 'lon': 44.9986892, 'tags': {'attraction': 'animal', 'name': 'красные рыси', 'tourism': 'attraction'}}"
213888958,way,"{'addr:housenumber': '77', 'addr:street': 'улица Свердлова', 'building': 'apartments', 'building:levels': '9'}",2,"{'type': 'node', 'id': 4498839765, 'lat': 53.1775164, 'lon': 45.0021406, 'tags': {'addr:flats': '55-90', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4498839766, 'lat': 53.177562, 'lon': 45.0023142, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}"
213888959,way,"{'addr:housenumber': '79А', 'addr:street': 'улица Свердлова', 'building': 'apartments', 'building:levels': '9'}",3,"{'type': 'node', 'id': 3790186247, 'lat': 53.1778704, 'lon': 45.0016221, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4498839747, 'lat': 53.1777473, 'lon': 45.0012352, 'tags': {'name': 'Форсаж', 'note': 'ВЛ: Банников, Колесников, Шаронов', 'shop': 'car_parts'}}
{'type': 'node', 'id': 4498839767, 'lat': 53.1778146, 'lon': 45.0014373, 'tags': {'addr:flats': '55-90', 'entrance': 'staircase', 'ref': '2'}}"
289219969,way,"{'addr:housenumber': '9А', 'addr:street': 'Тамбовская улица', 'building': 'apartments', 'building:levels': '10'}",4,"{'type': 'node', 'id': 2927680194, 'lat': 53.173759, 'lon': 45.0022484, 'tags': {'access': 'yes', 'addr:housenumber': '9А', 'addr:street': 'Тамбовская улица', 'brand': 'Пятёрочка', 'brand:wikidata': 'Q1768969', 'brand:wikipedia': 'ru:Пятёрочка', 'contact:phone': '+7 800 5555505', 'contact:website': 'https://5ka.ru', 'entrance': 'main', 'name': 'Пятёрочка', 'name:en': 'Pyaterochka', 'name:ru': 'Пятёрочка', 'opening_hours': '08:00-23:00', 'operator': 'ООО ""Агроторг""', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:mir': 'yes', 'payment:visa': 'yes', 'ref': '9676', 'shop': 'supermarket', 'wheelchair': 'yes'}}
{'type': 'node', 'id': 4207417337, 'lat': 53.1734915, 'lon': 45.0022425, 'tags': {'name': 'Академия Ростум', 'office': 'educational_institution', 'opening_hours': 'Mo-Fr 09:00-19:00; Sa 10:00-15:00'}}
{'type': 'node', 'id': 4230534699, 'lat': 53.173642, 'lon': 45.0019606, 'tags': {'amenity': 'courthouse', 'name': 'Высший арбитражный третейский суд'}}
{'type': 'node', 'id': 4230534700, 'lat': 53.1735177, 'lon': 45.0019605, 'tags': {'name': 'Грандж', 'opening_hours': 'Mo-Su 09:00-20:00', 'shop': 'hairdresser'}}"
289219971,way,"{'addr:housenumber': '11', 'addr:street': 'Тамбовская улица', 'building': 'apartments'}",1,"{'type': 'node', 'id': 4011144002, 'lat': 53.173766, 'lon': 45.0029942, 'tags': {'entrance': 'staircase', 'ref': '1'}}"
289219972,way,"{'addr:city': 'Пенза', 'addr:housenumber': '1', 'addr:postcode': '440052', 'addr:street': 'Тамбовская улица', 'building': 'residential', 'building:levels': '15'}",6,"{'type': 'node', 'id': 4402854464, 'lat': 53.1736126, 'lon': 45.000454, 'tags': {'drink:beer': 'draught', 'drink:juice': 'bottled', 'drink:kvass': 'bottled', 'drink:lemonade': 'bottled', 'drink:soda': 'bottled', 'drink:soft_drink': 'bottled', 'name': 'Продукты', 'opening_hours': 'Mo-Su 08:00-20:00', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'shop': 'convenience'}}
{'type': 'node', 'id': 4405650207, 'lat': 53.1734166, 'lon': 45.0007917, 'tags': {'addr:flats': '1-72', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4405650208, 'lat': 53.173642, 'lon': 45.0006354, 'tags': {'addr:flats': '73-153', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 4405650210, 'lat': 53.1739067, 'lon': 45.0008724, 'tags': {'addr:flats': '154-205', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 9560203275, 'lat': 53.1738119, 'lon': 45.0004553, 'tags': {'brand': 'Ozon', 'brand:wikidata': 'Q2365235', 'brand:wikipedia': 'ru:Ozon', 'contact:phone': '+7 495 2321000', 'contact:website': 'https://www.ozon.ru/', 'name': 'Ozon', 'opening_hours': 'Mo-Su 09:00-21:00', 'shop': 'outpost'}}
{'type': 'node', 'id': 10054578457, 'lat': 53.1739081, 'lon': 45.0004829, 'tags': {'camera:direction': '0', 'camera:mount': 'wall', 'camera:type': 'dome', 'height': '3', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'town'}}"
442611093,way,"{'addr:city': 'Пенза', 'addr:housenumber': '1Б', 'addr:postcode': '440052', 'addr:street': 'Тамбовская улица', 'building': 'residential', 'building:levels': '14'}",1,"{'type': 'node', 'id': 4402854485, 'lat': 53.1731948, 'lon': 45.00099, 'tags': {'access': 'yes', 'addr:flats': '1-70', 'entrance': 'staircase', 'ref': '1'}}"
910575415,way,"{'addr:city': 'Пенза', 'addr:housenumber': '10Д', 'addr:street': 'Красная улица', 'attraction': 'animal', 'building': 'yes'}",2,"{'type': 'node', 'id': 558484287, 'lat': 53.1755262, 'lon': 44.997996, 'tags': {'attraction': 'animal', 'name': 'обезьяны (летом)', 'tourism': 'attraction'}}
{'type': 'node', 'id': 558484290, 'lat': 53.1755635, 'lon': 44.9978825, 'tags': {'attraction': 'animal', 'name': 'обезьяны (зимой)', 'tourism': 'attraction'}}"
947872724,way,{'building': 'roof'},2,"{'type': 'node', 'id': 558507287, 'lat': 53.1762038, 'lon': 45.0000393, 'tags': {'attraction': 'animal', 'name': 'дрофа', 'tourism': 'attraction'}}
{'type': 'node', 'id': 558507288, 'lat': 53.1763273, 'lon': 45.0000991, 'tags': {'attraction': 'animal', 'name': 'журавли-красавки', 'tourism': 'attraction'}}"
947872725,way,{'building': 'roof'},2,"{'type': 'node', 'id': 558507290, 'lat': 53.1765127, 'lon': 45.0001723, 'tags': {'attraction': 'animal', 'name': 'фазаны'}}
{'type': 'node', 'id': 558507291, 'lat': 53.176712, 'lon': 45.0002621, 'tags': {'attraction': 'animal', 'name': 'голуби'}}"
947872726,way,{'building': 'roof'},1,"{'type': 'node', 'id': 558503483, 'lat': 53.177262, 'lon': 45.000155, 'tags': {'attraction': 'animal', 'name': 'попугаи (летом)'}}"
