Здание ID,Тип здания,Информация о здании,Кол-во организаций,Организации
139193190,way,"{'addr:housenumber': '19', 'addr:postcode': '140188', 'addr:street': 'улица Федотова', 'building': 'school', 'building:levels': '3', 'roof:material': 'tar_paper', 'roof:shape': 'flat'}",1,"{'type': 'node', 'id': 1525503634, 'lat': 55.6041553, 'lon': 38.0740604, 'tags': {'entrance': 'yes'}}"
139126265,way,"{'addr:housenumber': '11', 'addr:postcode': '140188', 'addr:street': 'улица Федотова', 'building': 'apartments', 'building:cladding': 'panel', 'building:levels': '14', 'building:material': 'concrete', 'operator': 'ЖСК «Наука-2»', 'roof:levels': '1', 'roof:material': 'tar_paper', 'roof:shape': 'flat'}",1,"{'type': 'node', 'id': 1524869268, 'lat': 55.6036609, 'lon': 38.0718745, 'tags': {'addr:flats': '1-98', 'entrance': 'staircase', 'ref': '1'}}"
139126269,way,"{'addr:housenumber': '17', 'addr:postcode': '140188', 'addr:street': 'улица Федотова', 'building': 'apartments', 'building:cladding': 'panel', 'building:levels': '14', 'building:material': 'concrete', 'operator': 'ЖСК «Союз-4»', 'roof:levels': '1', 'roof:material': 'tar_paper', 'roof:shape': 'flat'}",1,"{'type': 'node', 'id': 1524869238, 'lat': 55.6032384, 'lon': 38.073712, 'tags': {'addr:flats': '1-98', 'entrance': 'staircase', 'ref': '1'}}"
721326277,way,{'building': 'yes'},0,
721326278,way,"{'addr:housenumber': '30', 'addr:place': 'СНТ «Облепиха»', 'building': 'yes'}",0,
721326279,way,{'building': 'yes'},0,
721326280,way,{'building': 'yes'},0,
721326281,way,{'building': 'yes'},0,
721326282,way,{'building': 'yes'},0,
721326283,way,{'building': 'yes'},0,
721326284,way,{'building': 'yes'},0,
721326285,way,{'building': 'yes'},0,
721326286,way,{'building': 'yes'},0,
721326287,way,{'building': 'yes'},0,
721326288,way,{'building': 'yes'},0,
721326289,way,{'building': 'yes'},0,
721326290,way,{'building': 'yes'},0,
721326291,way,{'building': 'yes'},0,
721326292,way,{'building': 'yes'},0,
721326293,way,{'building': 'yes'},0,
721326294,way,{'building': 'yes'},0,
721326295,way,"{'addr:housenumber': '55', 'addr:place': 'СНТ «Облепиха»', 'building': 'yes'}",0,
785309489,way,"{'addr:housenumber': '58', 'addr:place': 'СНТ «Облепиха»', 'building': 'yes'}",0,
785309490,way,{'building': 'yes'},0,
785309491,way,{'building': 'yes'},0,
785309492,way,{'building': 'yes'},0,
785309493,way,{'building': 'yes'},0,
785309494,way,{'building': 'yes'},0,
785309495,way,{'building': 'yes'},0,
1378299566,way,{'building': 'yes'},0,
1382572652,way,{'building': 'yes'},0,
35080866,way,"{'addr:housenumber': '11', 'addr:postcode': '140182', 'addr:street': 'улица Анохина', 'building': 'apartments', 'building:levels': '9', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2003'}",1,"{'type': 'node', 'id': 411548710, 'lat': 55.5969006, 'lon': 38.0855485, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}"
35080867,way,"{'addr:housenumber': '9', 'addr:postcode': '140182', 'addr:street': 'улица Анохина', 'building': 'apartments', 'building:levels': '9', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2002'}",1,"{'type': 'node', 'id': 411548713, 'lat': 55.5973542, 'lon': 38.0860063, 'tags': {'addr:flats': '1-52', 'entrance': 'staircase', 'ref': '1'}}"
35080882,way,"{'addr:housenumber': '10', 'addr:postcode': '140182', 'addr:street': 'улица Левченко', 'building': 'apartments', 'building:cladding': 'panel', 'building:levels': '10', 'building:material': 'concrete', 'operator': 'ООО ""Теплоцентраль-ЖКХ"" ЖЭУ-5', 'roof:material': 'tar_paper', 'roof:shape': 'flat', 'start_date': '1990'}",2,"{'type': 'node', 'id': 3006536973, 'lat': 55.5967097, 'lon': 38.088768, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3006536976, 'lat': 55.5969337, 'lon': 38.0887496, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}"
35080883,way,"{'addr:housenumber': '8', 'addr:postcode': '140182', 'addr:street': 'улица Левченко', 'building': 'apartments', 'building:cladding': 'panel', 'building:levels': '14', 'building:material': 'concrete', 'operator': 'ООО ""Теплоцентраль-ЖКХ"" ЖЭУ-5', 'roof:levels': '1', 'roof:material': 'tar_paper', 'roof:shape': 'flat', 'start_date': '1990'}",1,"{'type': 'node', 'id': 411548807, 'lat': 55.5964369, 'lon': 38.0891665, 'tags': {'addr:flats': '1-97', 'entrance': 'staircase', 'ref': '1'}}"
154537355,way,"{'addr:housenumber': '10', 'addr:postcode': '140182', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:levels': '10'}",2,"{'type': 'node', 'id': 1875802411, 'lat': 55.5948354, 'lon': 38.0874205, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802412, 'lat': 55.5948527, 'lon': 38.087828, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}"
154537359,way,"{'addr:housenumber': '14', 'addr:postcode': '140182', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:levels': '10'}",2,"{'type': 'node', 'id': 1875802416, 'lat': 55.5951858, 'lon': 38.0865704, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802417, 'lat': 55.5952035, 'lon': 38.0869851, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}"
154537362,way,"{'addr:housenumber': '15', 'addr:postcode': '140182', 'addr:street': 'улица Анохина', 'building': 'apartments', 'building:levels': '10', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2003'}",5,"{'type': 'node', 'id': 3006536968, 'lat': 55.5962344, 'lon': 38.0864219, 'tags': {'addr:flats': '121-160', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 3006536970, 'lat': 55.5963939, 'lon': 38.0866546, 'tags': {'addr:flats': '81-120', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3006536972, 'lat': 55.5966211, 'lon': 38.0867913, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3006536974, 'lat': 55.5968313, 'lon': 38.0867607, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 7816188385, 'lat': 55.5968168, 'lon': 38.086885, 'tags': {'name': '#1'}}"
154537368,way,"{'addr:housenumber': '16', 'addr:postcode': '140182', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:levels': '10', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2005'}",3,"{'type': 'node', 'id': 1875802420, 'lat': 55.5953287, 'lon': 38.0854127, 'tags': {'addr:flats': '91-140', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 1875802422, 'lat': 55.5954959, 'lon': 38.0856819, 'tags': {'addr:flats': '51-90', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802425, 'lat': 55.5956464, 'lon': 38.0859244, 'tags': {'addr:flats': '1-50', 'entrance': 'staircase', 'ref': '1'}}"
154537371,way,"{'addr:housenumber': '17', 'addr:postcode': '140182', 'addr:street': 'улица Анохина', 'building': 'apartments', 'building:levels': '9', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2004'}",3,"{'type': 'node', 'id': 1670682546, 'lat': 55.5961659, 'lon': 38.0850551, 'tags': {'addr:flats': '1-44', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 1670682598, 'lat': 55.5963374, 'lon': 38.0852626, 'tags': {'addr:flats': '45-79', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 7801066540, 'lat': 55.5964714, 'lon': 38.084788, 'tags': {'entrance': 'yes'}}"
154537372,way,"{'addr:housenumber': '18', 'addr:postcode': '140182', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:levels': '10', 'operator': 'АО «Управляющая компания «Наукоград»', 'start_date': '2005'}",6,"{'type': 'node', 'id': 1875802413, 'lat': 55.5951362, 'lon': 38.0849122, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 1875802419, 'lat': 55.5953109, 'lon': 38.0845546, 'tags': {'addr:flats': '41-79', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802421, 'lat': 55.5954912, 'lon': 38.0841856, 'tags': {'addr:flats': '80-119', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 1875802423, 'lat': 55.5955462, 'lon': 38.084073, 'tags': {'addr:flats': '198-229', 'entrance': 'staircase', 'ref': '6'}}
{'type': 'node', 'id': 1875802427, 'lat': 55.5957896, 'lon': 38.0840677, 'tags': {'addr:flats': '159-197', 'entrance': 'staircase', 'ref': '5'}}
{'type': 'node', 'id': 1875802429, 'lat': 55.5959494, 'lon': 38.0843124, 'tags': {'addr:flats': '120-158', 'entrance': 'staircase', 'ref': '4'}}"
154537373,way,"{'addr:housenumber': '4', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:cladding': 'brick', 'building:levels': '9'}",3,"{'type': 'node', 'id': 1875802276, 'lat': 55.5931889, 'lon': 38.0894762, 'tags': {'addr:flats': '1-54', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 1875802278, 'lat': 55.5935254, 'lon': 38.0894361, 'tags': {'addr:flats': '55-108', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802305, 'lat': 55.5938567, 'lon': 38.0893965, 'tags': {'addr:flats': '109-162', 'entrance': 'staircase', 'ref': '3'}}"
154537376,way,"{'addr:housenumber': '8', 'addr:postcode': '140182', 'addr:street': 'улица Гризодубовой', 'building': 'apartments', 'building:cladding': 'brick', 'building:entrances': '2', 'building:levels': '10', 'energy_class': 'C', 'operator': 'ООО «Управляющая компания «Мой дом»', 'start_date': '2005'}",3,"{'type': 'node', 'id': 1779626803, 'lat': 55.5940884, 'lon': 38.0884952, 'tags': {'amenity': 'dentist', 'contact:email': '2clinics@gmail.com', 'contact:phone': '+7 498 4853335;+7 926 8137681', 'name': 'Стоматологическая клиника Стражниковой Е.Ю.', 'opening_hours': 'Mo-Sa 09:00-20:00; Su 09:00-16:00', 'operator': 'ООО ""Стоматологическая клиника Стражниковой Е. Ю.""'}}
{'type': 'node', 'id': 1875802339, 'lat': 55.5941483, 'lon': 38.088234, 'tags': {'addr:flats': '69-124', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 1875802371, 'lat': 55.5944768, 'lon': 38.0881893, 'tags': {'addr:flats': '1-68', 'entrance': 'staircase', 'ref': '1'}}"
154537392,way,"{'building': 'service', 'building:levels': '1', 'power': 'substation'}",0,
244316068,way,"{'building': 'service', 'power': 'substation'}",0,
247002505,way,"{'addr:housenumber': '12', 'addr:postcode': '140182', 'addr:street': 'улица Левченко', 'building': 'apartments', 'building:levels': '10', 'operator': 'ООО ""ЖКХ-Сервис+""'}",2,"{'type': 'node', 'id': 3006536980, 'lat': 55.5973245, 'lon': 38.0876436, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3006536982, 'lat': 55.5973416, 'lon': 38.0880079, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}"
710271473,way,{'building': 'yes'},0,
710271474,way,{'building': 'yes'},0,
721326296,way,{'building': 'yes'},0,
721326297,way,{'building': 'yes'},0,
830038766,way,"{'building': 'garage', 'building:colour': 'lightgrey', 'building:levels': '1'}",1,"{'type': 'node', 'id': 7746855049, 'lat': 55.597436, 'lon': 38.0854131, 'tags': {'access': 'private', 'entrance': 'main'}}"
885038862,way,{'building': 'yes'},0,
885038863,way,{'building': 'yes'},0,
885038864,way,{'building': 'yes'},0,
885038868,way,{'building': 'yes'},0,
885038869,way,"{'addr:housenumber': '23', 'addr:street': 'улица Гризодубовой', 'building': 'yes', 'source:addr': 'ЕГРН'}",0,
885038870,way,"{'addr:housenumber': '41', 'addr:street': 'улица Гризодубовой', 'building': 'yes'}",0,
1323950130,way,"{'addr:housenumber': '17', 'addr:street': 'улица Гризодубовой', 'building': 'yes', 'source:addr': 'ЕГРН'}",0,
1360056109,way,"{'addr:housenumber': '7', 'addr:street': 'улица Левченко', 'building': 'school', 'building:levels': '3'}",0,
1411305324,way,{'building': 'yes'},0,
35080871,way,"{'addr:housenumber': '14', 'addr:postcode': '140182', 'addr:street': 'улица Левченко', 'building': 'apartments', 'building:levels': '10', 'operator': 'ООО ""ЖКХ-Сервис+""'}",4,"{'type': 'node', 'id': 3006536983, 'lat': 55.5973725, 'lon': 38.0872841, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3006536985, 'lat': 55.5974572, 'lon': 38.0870944, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3006536988, 'lat': 55.5975956, 'lon': 38.0867845, 'tags': {'addr:flats': '81-120', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3006536990, 'lat': 55.5977349, 'lon': 38.0864727, 'tags': {'addr:flats': '121-160', 'entrance': 'staircase', 'ref': '4'}}"
35080881,way,"{'addr:housenumber': '13', 'addr:postcode': '140186', 'addr:street': 'улица Гудкова', 'building': 'retail', 'name': 'ТЦ «На Гудкова»', 'opening_hours': 'Mo-Su 08:00-23:00', 'shop': 'mall'}",30,"{'type': 'node', 'id': 390398839, 'lat': 55.5983137, 'lon': 38.0892104, 'tags': {'amenity': 'atm', 'contact:phone': '+7 800 7550005', 'contact:website': 'https://vbank.bm-bank.ru/', 'fixme': 'проверить, ранее банкомат банка Возрождение', 'opening_hours': '24/7', 'operator': 'АО ""БМ-Банк""'}}
{'type': 'node', 'id': 665734765, 'lat': 55.5983577, 'lon': 38.0890153, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Здравсити', 'opening_hours': 'Mo-Su 10:00-21:00', 'phone': '8 (800) 500-92-62', 'website': 'https://zdravcity.ru'}}
{'type': 'node', 'id': 1693743069, 'lat': 55.597888, 'lon': 38.08956, 'tags': {'entrance': 'yes', 'opening_hours': '09:00-21:30'}}
{'type': 'node', 'id': 1693743073, 'lat': 55.5980641, 'lon': 38.0884836, 'tags': {'entrance': 'yes', 'opening_hours': '09:00-21:30'}}
{'type': 'node', 'id': 1693743074, 'lat': 55.598341, 'lon': 38.0891895, 'tags': {'entrance': 'main', 'opening_hours': '08:00-23:00'}}
{'type': 'node', 'id': 1756320373, 'lat': 55.5981209, 'lon': 38.0888308, 'tags': {'name': 'Жуковский хлеб', 'operator': 'ООО ""Жуковский хлеб""', 'shop': 'bakery'}}
{'type': 'node', 'id': 2018612483, 'lat': 55.597881, 'lon': 38.0894356, 'tags': {'shop': 'florist'}}
{'type': 'node', 'id': 2018612495, 'lat': 55.5979146, 'lon': 38.0893871, 'tags': {'shop': 'doityourself'}}
{'type': 'node', 'id': 2018612497, 'lat': 55.5979626, 'lon': 38.0893226, 'tags': {'name': 'Новый книжный', 'shop': 'books'}}
{'type': 'node', 'id': 2018612499, 'lat': 55.5982687, 'lon': 38.0888681, 'tags': {'shop': 'stationery'}}
{'type': 'node', 'id': 2018612501, 'lat': 55.5982818, 'lon': 38.0889106, 'tags': {'level': '2', 'shop': 'hairdresser'}}
{'type': 'node', 'id': 2021262211, 'lat': 55.5980711, 'lon': 38.0893577, 'tags': {'name': 'Золотая рыбка', 'opening_hours': 'Mo-Su 10:00-20:00', 'shop': 'convenience'}}
{'type': 'node', 'id': 2021262212, 'lat': 55.5982965, 'lon': 38.0891625, 'tags': {'name': 'Белоснежка', 'opening_hours': 'Mo-Su 08:00-20:00', 'shop': 'supermarket'}}
{'type': 'node', 'id': 2044721496, 'lat': 55.5979732, 'lon': 38.0895828, 'tags': {'brand': 'Раменский мясокомбинат', 'name': 'Раменский деликатес', 'note': 'павильон 32', 'opening_hours': 'Tu-Sa 09:00-21:00; Mo,Su 09:00-20:00', 'operator': 'ИП Бурладян В. Н.', 'shop': 'butcher'}}
{'type': 'node', 'id': 2072645037, 'lat': 55.5982491, 'lon': 38.0890643, 'tags': {'amenity': 'payment_terminal', 'brand': 'Qiwi', 'contact:email': 'konsultant@qiwi.ru', 'contact:phone': '+7 800 3330059', 'contact:website': 'https://www.qiwi.com', 'name': 'Qiwi', 'opening_hours': 'Mo-Su 08:00-23:00', 'operator': 'ЗАО «КИВИ»'}}
{'type': 'node', 'id': 2343339934, 'lat': 55.5983031, 'lon': 38.0889579, 'tags': {'brand': 'Kodak Express', 'brand:wikidata': 'Q6425126', 'brand:wikipedia': 'en:Kodak Express', 'name': 'Kodak Express', 'shop': 'photo'}}
{'type': 'node', 'id': 2515672977, 'lat': 55.5981043, 'lon': 38.0887708, 'tags': {'shop': 'furniture'}}
{'type': 'node', 'id': 2592190598, 'lat': 55.5980257, 'lon': 38.0886231, 'tags': {'contact:email': 'lombard@geluta.ru', 'contact:phone': '+7 498 4834595', 'contact:website': 'http://geluta.ru', 'level': '2', 'name': 'Гелюта-II', 'opening_hours': 'Mo-Fr 10:00-13:00,13:30-19:45; Sa 10:00-13:00,13:30-18:45; Su 10:00-15:45', 'operator': 'ООО ""Ломбард Гелюта-II""', 'shop': 'pawnbroker'}}
{'type': 'node', 'id': 3530749944, 'lat': 55.5981878, 'lon': 38.0888931, 'tags': {'amenity': 'atm', 'brand': 'Сбербанк', 'brand:en': 'Sberbank', 'brand:ru': 'Сбербанк', 'brand:wikidata': 'Q205012', 'brand:wikipedia': 'en:Sberbank', 'contact:phone': '+7 800 5555550', 'contact:website': 'https://www.sberbank.ru/', 'opening_hours': 'Mo-Su 08:00-23:00', 'operator': 'ПАО Сбербанк', 'operator:wikidata': 'Q205012', 'operator:wikipedia': 'en:Sberbank', 'ref': '82067'}}
{'type': 'node', 'id': 3797907942, 'lat': 55.5981251, 'lon': 38.0891159, 'tags': {'brand': 'Рублёвские колбасы', 'contact:phone': '+7 495 7717114', 'contact:website': 'http://www.rublevskiy.ru', 'name': 'Рублёвские колбасы', 'opening_hours': 'Mo-Su 08:00-21:00', 'shop': 'butcher'}}
{'type': 'node', 'id': 3797950236, 'lat': 55.5981534, 'lon': 38.0892329, 'tags': {'name': 'Косметика из кореи', 'opening_hours': 'Mo-Su 10:00-21:00', 'shop': 'cosmetics'}}
{'type': 'node', 'id': 3947241695, 'lat': 55.5982609, 'lon': 38.0891228, 'tags': {'contact:phone': '+7 498 4834585', 'name': 'Имидж Люкс', 'opening_hours': 'Mo-Fr 10:00-20:00; Sa 10:00-19:00; Su 10:00-18:00', 'shop': 'hairdresser'}}
{'type': 'node', 'id': 4012185984, 'lat': 55.5981781, 'lon': 38.0888598, 'tags': {'amenity': 'atm', 'brand': 'Сбербанк', 'brand:en': 'Sberbank', 'brand:ru': 'Сбербанк', 'brand:wikidata': 'Q205012', 'brand:wikipedia': 'en:Sberbank', 'contact:phone': '+7 800 5555550', 'contact:website': 'https://www.sberbank.ru/', 'opening_hours': 'Mo-Su 08:00-23:00', 'operator': 'ПАО Сбербанк', 'operator:wikidata': 'Q205012', 'operator:wikipedia': 'en:Sberbank', 'ref': '850647'}}
{'type': 'node', 'id': 4432091194, 'lat': 55.5983489, 'lon': 38.0888512, 'tags': {'description': 'Кухни, шкафы-купе, мягкая мебель. На заказ', 'email': 'kleopatra_3912@mail.ru', 'name': 'Клеопатра', 'name:en': 'Kleopatra', 'opening_hours': 'Mo-Su 10:00-20:00', 'phone': '+74984834994', 'shop': 'furniture'}}
{'type': 'node', 'id': 8302688518, 'lat': 55.5982488, 'lon': 38.0888047, 'tags': {'name': 'У Палыча', 'phone': '8 (800) 555-81-63', 'shop': 'convenience', 'website': 'https://palich.ru/'}}
{'type': 'node', 'id': 11390033433, 'lat': 55.5982127, 'lon': 38.0886933, 'tags': {'name': 'Окраина', 'opening_hours': 'Mo-Su 09:00-21:00', 'shop': 'butcher'}}
{'type': 'node', 'id': 11390033434, 'lat': 55.5982212, 'lon': 38.0887307, 'tags': {'name': 'Истринская сыроварня Олега Сироты', 'shop': 'cheese', 'website': 'https://parmezan.ru/'}}
{'type': 'node', 'id': 11390033435, 'lat': 55.5981236, 'lon': 38.0887157, 'tags': {'shop': 'greengrocer'}}
{'type': 'node', 'id': 11390033436, 'lat': 55.5979117, 'lon': 38.089571, 'tags': {'craft': 'key_cutter'}}
{'type': 'node', 'id': 11390033437, 'lat': 55.5982709, 'lon': 38.0888298, 'tags': {'name': 'Хозяюшка', 'shop': 'chemist'}}"
35080886,way,"{'addr:housenumber': '11', 'addr:postcode': '140182', 'addr:street': 'улица Гудкова', 'building': 'apartments', 'building:cladding': 'panel', 'building:levels': '10', 'building:material': 'concrete', 'operator': 'ООО ""Теплоцентраль-ЖКХ"" ЖЭУ-5', 'roof:material': 'tar_paper', 'roof:shape': 'flat', 'start_date': '1990'}",6,"{'type': 'node', 'id': 3006536979, 'lat': 55.5972666, 'lon': 38.0888304, 'tags': {'addr:flats': '121-160', 'entrance': 'staircase', 'ref': '4'}}
{'type': 'node', 'id': 3006536984, 'lat': 55.5974071, 'lon': 38.089157, 'tags': {'addr:flats': '81-120', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 3006536987, 'lat': 55.5975142, 'lon': 38.0894061, 'tags': {'addr:flats': '41-80', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 3006536989, 'lat': 55.5976034, 'lon': 38.0896134, 'tags': {'addr:flats': '1-40', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 4032296289, 'lat': 55.5976289, 'lon': 38.0900153, 'tags': {'shop': 'travel_agency'}}
{'type': 'node', 'id': 4032296290, 'lat': 55.5976332, 'lon': 38.089938, 'tags': {'craft': 'shoemaker;key_cutter', 'opening_hours': 'Mo-Sa 09:30-20:00; Su 11:00-18:00'}}"
97276657,way,"{'addr:housenumber': '4', 'addr:postcode': '140182', 'addr:street': 'Солнечная улица', 'building': 'apartments', 'building:cladding': 'brick', 'building:colour': 'sandybrown', 'building:levels': '18', 'energy_class': 'C', 'roof:colour': 'lightgrey'}",4,"{'type': 'node', 'id': 2533306022, 'lat': 55.6024977, 'lon': 38.089201, 'tags': {'contact:phone': '+7 498 4833603', 'contact:website': 'http://credit-center.ru', 'name': 'Кредит-Центр', 'office': 'estate_agent', 'opening_hours': 'Mo-Th 09:00-18:00; Fr 09:00-17:00; Sa 10:00-15:00'}}
{'type': 'node', 'id': 3049307620, 'lat': 55.6027072, 'lon': 38.0894083, 'tags': {'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3621363389, 'lat': 55.6024934, 'lon': 38.0892504, 'tags': {'amenity': 'dentist', 'contact:phone': '+7 498 4812012;+7 915 3303322', 'contact:website': 'http://newdent-zhukovsky.ru', 'name': 'NewDent', 'opening_hours': 'Mo-Su 09:00-21:00'}}
{'type': 'node', 'id': 3623903086, 'lat': 55.6025849, 'lon': 38.0891793, 'tags': {'contact:phone': '+7 925 2034748', 'name': 'Хелека', 'opening_hours': 'Mo-Su 10:00-21:00', 'shop': 'beauty'}}"
97285778,way,"{'addr:housenumber': '6', 'addr:postcode': '140182', 'addr:street': 'Солнечная улица', 'building': 'apartments', 'building:cladding': 'brick', 'building:colour': 'sandybrown', 'building:levels': '18', 'energy_class': 'C', 'roof:colour': 'lightgrey'}",4,"{'type': 'node', 'id': 2505357128, 'lat': 55.6032326, 'lon': 38.0894322, 'tags': {'amenity': 'doctors', 'contact:phone': '+7 916 7348998', 'contact:website': 'http://dr-pudov.ru', 'name': 'ЛОР Клиника доктора Пудова'}}
{'type': 'node', 'id': 3049307625, 'lat': 55.6034214, 'lon': 38.0895696, 'tags': {'addr:flats': '1-106', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 9076613640, 'lat': 55.6032873, 'lon': 38.0893743, 'tags': {'brand': 'Ozon', 'brand:wikidata': 'Q2365235', 'brand:wikipedia': 'ru:Ozon.ru', 'contact:facebook': 'https://www.facebook.com/ozon.ru', 'contact:instagram': 'https://www.instagram.com/ozonru', 'contact:phone': '+7 495 2321000', 'contact:twitter': 'https://twitter.com/Ozon_ru', 'contact:vk': 'https://vk.com/ozon', 'contact:website': 'https://www.ozon.ru', 'name': 'Ozon', 'opening_hours': 'Mo-Su 10:00-22:00', 'shop': 'outpost'}}
{'type': 'node', 'id': 12905482524, 'lat': 55.6033585, 'lon': 38.089385, 'tags': {'contact:phone': '+7 800 5559090;+7 901 5335136', 'contact:website': 'https://www.pac.ru', 'name': 'Pac Group', 'opening_hours': 'Mo-Fr 10:00-19:00', 'shop': 'travel_agency'}}"
97285779,way,"{'addr:housenumber': '8', 'addr:postcode': '140182', 'addr:street': 'Солнечная улица', 'building': 'apartments', 'building:cladding': 'brick', 'building:colour': 'sandybrown', 'building:levels': '18', 'energy_class': 'C', 'roof:colour': 'lightgrey'}",1,"{'type': 'node', 'id': 3049307628, 'lat': 55.6041179, 'lon': 38.0897047, 'tags': {'addr:flats': '1-105', 'entrance': 'staircase', 'ref': '1'}}"
180411968,way,{'building': 'yes'},0,
244229520,way,"{'addr:housenumber': '9', 'addr:postcode': '140186', 'addr:street': 'Солнечная улица', 'building': 'apartments', 'building:levels': '7', 'building:parts': 'vertical'}",7,"{'type': 'node', 'id': 2515663172, 'lat': 55.6041763, 'lon': 38.0868212, 'tags': {'addr:flats': '45-87', 'entrance': 'staircase', 'ref': '2'}}
{'type': 'node', 'id': 2516060644, 'lat': 55.6043798, 'lon': 38.0870569, 'tags': {'addr:flats': '1-44', 'entrance': 'staircase', 'ref': '1'}}
{'type': 'node', 'id': 3327297434, 'lat': 55.6040545, 'lon': 38.086673, 'tags': {'addr:flats': '88-130', 'entrance': 'staircase', 'ref': '3'}}
{'type': 'node', 'id': 4621688344, 'lat': 55.6044549, 'lon': 38.0869527, 'tags': {'amenity': 'arts_centre', 'contact:email': 'art@line-arts.ru', 'contact:phone': '+7 925 7100671', 'contact:website': 'https://line-arts.ru', 'name': ""Студия творчества 'Line Art'"", 'opening_hours': 'Mo-Su 11:00-18:00', 'operator': ""ИП 'Грибова М. В.'""}}
{'type': 'node', 'id': 4644299076, 'lat': 55.6041831, 'lon': 38.0870478, 'tags': {'contact:phone': '+7 925 1106785', 'name': 'Крафт', 'opening_hours': 'Mo-Su 10:00-20:00', 'shop': 'stationery'}}
{'type': 'node', 'id': 4644302952, 'lat': 55.6039574, 'lon': 38.0867715, 'tags': {'contact:email': 'mail@holdingbeauty.ru', 'contact:phone': '+7 929 9909770', 'contact:website': 'http://holdingbeauty.ru', 'name': 'Holding beauty', 'office': 'company', 'opening_hours': 'Mo-Fr 10:00-18:00'}}
{'type': 'node', 'id': 9612516547, 'lat': 55.6044555, 'lon': 38.0871964, 'tags': {'amenity': 'doctors', 'brand': 'Инвитро', 'brand:wikidata': 'Q4200546', 'brand:wikipedia': 'ru:Инвитро (компания)', 'contact:email': 'info@invitro.ru', 'contact:phone': '+7 800 2003630', 'contact:vk': 'https://vk.com/invitro', 'contact:website': 'https://www.invitro.ru/', 'health_facility:type': 'laboratory', 'healthcare': 'laboratory', 'name': 'Инвитро', 'name:en': 'Invitro', 'name:ru': 'Инвитро', 'name:uk': 'Інвітро', 'opening_hours': 'Mo-Fr 07:00-18:00; Sa 08:00-15:00; Su 08:00-13:00', 'operator:wikidata': 'Q4200546', 'operator:wikipedia': 'ru:Медицинская компания Инвитро'}}"
